order_id,customer_id,delivery_status,order_total,payment_method,promised_minutes,actual_minutes,date,customer_segment,total_orders,avg_order_value,sentiment,distance_km,product_id,quantity,category,margin_percentage
349410429.0,42514124,On Time,255.6,Wallet,16.0,14.0,2024-01-01,Inactive,7,1958.97,Negative,3.42,34186.0,3.0,Fruits & Vegetables,25.0
4903335316.0,47822591,Slightly Delayed,3090.86,UPI,16.0,26.0,2023-04-01,Regular,17,1969.81,Negative,3.96,34186.0,2.0,Fruits & Vegetables,25.0
6006693867.0,24496983,On Time,1371.17,Card,13.0,16.0,2023-07-01,Regular,17,1262.44,Negative,3.38,490939.0,1.0,Personal Care,35.0
6286044248.0,38902193,On Time,4369.99,Cash,20.0,17.0,2023-05-01,New,6,1275.29,Neutral,3.31,490939.0,1.0,Personal Care,35.0
1387025817.0,52417972,On Time,1004.68,Card,16.0,20.0,2024-06-01,New,1,581.78,Neutral,3.3,490939.0,2.0,Personal Care,35.0
5327721432.0,13585482,On Time,299.44,UPI,10.0,9.0,2024-09-01,Inactive,20,1475.52,Neutral,4.03,490939.0,2.0,Personal Care,35.0
8533749006.0,91590001,Slightly Delayed,1552.93,Cash,14.0,22.0,2024-10-01,Premium,13,1304.73,Neutral,4.51,490939.0,1.0,Personal Care,35.0
3864051985.0,31776996,Significantly Delayed,4519.31,Cash,19.0,47.0,2024-04-01,New,12,872.26,Neutral,2.43,490939.0,1.0,Personal Care,35.0
7891205593.0,10562528,On Time,1348.96,Wallet,19.0,15.0,2024-07-01,Premium,12,887.02,Negative,4.55,490939.0,2.0,Personal Care,35.0
1696936610.0,25795941,On Time,1983.84,Wallet,20.0,24.0,2023-09-01,Regular,10,765.4,Positive,3.08,490939.0,1.0,Personal Care,35.0
5357089776.0,44223796,On Time,3880.92,UPI,13.0,15.0,2024-09-01,Regular,16,1449.84,Negative,2.27,490939.0,3.0,Personal Care,35.0
898210033.0,28111842,On Time,3445.49,Cash,15.0,13.0,2024-06-01,Premium,8,1892.45,Positive,2.34,490939.0,3.0,Personal Care,35.0
7821942520.0,84468124,On Time,2732.91,Wallet,15.0,16.0,2024-02-01,Premium,12,859.39,Neutral,2.62,490939.0,1.0,Personal Care,35.0
3242700095.0,84468124,On Time,1838.81,Cash,12.0,7.0,2024-10-01,Premium,12,859.39,Negative,4.34,490939.0,1.0,Personal Care,35.0
1862413314.0,48150243,On Time,1446.53,Card,18.0,21.0,2024-05-01,Regular,13,262.6,Positive,3.96,490939.0,1.0,Personal Care,35.0
4525211942.0,30317733,On Time,2234.58,Cash,19.0,18.0,2024-06-01,Inactive,12,569.16,Negative,3.89,490939.0,1.0,Personal Care,35.0
633633688.0,71694275,Slightly Delayed,5102.81,Cash,16.0,25.0,2023-09-01,Regular,8,476.34,Neutral,0.56,490939.0,2.0,Personal Care,35.0
4593039089.0,50015282,On Time,1790.99,Card,15.0,20.0,2024-09-01,Regular,9,1392.05,Neutral,0.97,490939.0,2.0,Personal Care,35.0
4624281313.0,11493380,On Time,3736.79,Card,15.0,18.0,2024-10-01,Regular,16,422.74,Negative,4.96,490939.0,2.0,Personal Care,35.0
7147677361.0,97475543,On Time,2543.15,Wallet,10.0,10.0,2024-07-01,Premium,13,451.92,Negative,4.23,490939.0,1.0,Personal Care,35.0
7144611408.0,33280073,On Time,989.77,Cash,13.0,11.0,2023-08-01,Inactive,17,1537.47,Negative,4.62,490939.0,3.0,Personal Care,35.0
4865644960.0,50484778,Slightly Delayed,866.17,Wallet,14.0,22.0,2023-09-01,Inactive,2,1495.86,Negative,3.91,490939.0,1.0,Personal Care,35.0
3812396179.0,24496983,On Time,1445.54,Card,14.0,9.0,2023-07-01,Regular,17,1262.44,Positive,4.05,114414.0,3.0,Pharmacy,20.0
7251548462.0,8955057,On Time,1796.47,UPI,19.0,22.0,2024-07-01,Regular,3,1549.99,Neutral,1.49,114414.0,3.0,Pharmacy,20.0
4135251774.0,77961205,On Time,2487.3,Card,19.0,18.0,2024-10-01,Premium,7,1445.85,Negative,2.86,114414.0,2.0,Pharmacy,20.0
576571858.0,26285589,On Time,4080.28,Card,16.0,17.0,2024-09-01,New,15,535.12,Negative,2.39,114414.0,3.0,Pharmacy,20.0
9087426355.0,66932104,On Time,473.64,Wallet,20.0,19.0,2023-11-01,Premium,3,976.71,Negative,1.59,114414.0,2.0,Pharmacy,20.0
4286971111.0,469006,On Time,1480.41,Cash,13.0,8.0,2024-05-01,Inactive,2,1393.2,Negative,1.8,114414.0,2.0,Pharmacy,20.0
4415332793.0,7333934,On Time,96.09,Cash,19.0,24.0,2024-04-01,New,11,739.47,Negative,0.56,114414.0,1.0,Pharmacy,20.0
5907766010.0,12272282,Slightly Delayed,3937.4,Wallet,19.0,30.0,2024-10-01,Regular,20,1750.74,Neutral,4.11,114414.0,2.0,Pharmacy,20.0
9052752169.0,62510499,On Time,1083.52,UPI,10.0,15.0,2024-01-01,Premium,16,510.62,Negative,0.58,114414.0,2.0,Pharmacy,20.0
9794537731.0,85869195,On Time,3740.13,Cash,13.0,16.0,2023-05-01,Regular,2,1125.96,Positive,3.02,114414.0,1.0,Pharmacy,20.0
2211459584.0,73869823,On Time,1116.17,Card,14.0,14.0,2023-12-01,Regular,8,1225.49,Positive,4.19,114414.0,1.0,Pharmacy,20.0
3323576462.0,20163931,On Time,2160.52,UPI,10.0,7.0,2023-12-01,Regular,5,404.55,Positive,1.1,114414.0,1.0,Pharmacy,20.0
5092922964.0,92123198,On Time,2986.95,UPI,10.0,5.0,2023-11-01,Regular,8,224.01,Neutral,2.13,114414.0,3.0,Pharmacy,20.0
8945838922.0,13415362,On Time,1609.53,Cash,11.0,9.0,2023-05-01,Inactive,2,978.88,Negative,2.96,114414.0,3.0,Pharmacy,20.0
9506078962.0,27336589,Slightly Delayed,1267.45,Card,12.0,26.0,2024-07-01,New,11,678.05,Neutral,0.51,114414.0,2.0,Pharmacy,20.0
7770651576.0,87266309,Significantly Delayed,3258.88,UPI,10.0,33.0,2023-09-01,Regular,19,1097.48,Positive,4.1,114414.0,3.0,Pharmacy,20.0
7543192113.0,82898985,Slightly Delayed,4768.12,Cash,12.0,19.0,2023-12-01,Regular,2,841.91,Negative,3.49,114414.0,1.0,Pharmacy,20.0
2399383238.0,79789048,On Time,3759.65,UPI,18.0,17.0,2023-11-01,Regular,17,771.05,Positive,3.96,114414.0,1.0,Pharmacy,20.0
374186990.0,52215833,Slightly Delayed,1601.19,Wallet,20.0,27.0,2023-08-01,Regular,5,305.65,Neutral,1.47,760828.0,2.0,Pet Care,35.0
2529883737.0,94529626,On Time,4623.58,UPI,10.0,7.0,2023-08-01,New,17,1907.16,Negative,2.12,760828.0,2.0,Pet Care,35.0
7944885043.0,1683786,On Time,4410.72,Card,13.0,11.0,2024-05-01,Regular,14,776.52,Positive,2.23,760828.0,1.0,Pet Care,35.0
5840290569.0,99490786,On Time,2578.09,Wallet,12.0,11.0,2023-09-01,New,15,1097.78,Negative,4.15,760828.0,1.0,Pet Care,35.0
2295700159.0,83023956,Slightly Delayed,1413.77,Card,16.0,23.0,2024-03-01,Regular,12,1551.29,Positive,1.35,760828.0,3.0,Pet Care,35.0
9370915142.0,95372766,Slightly Delayed,1849.29,Card,20.0,30.0,2023-10-01,Regular,9,629.05,Neutral,3.06,760828.0,3.0,Pet Care,35.0
3806545110.0,1200365,On Time,1150.34,Card,12.0,13.0,2024-08-01,Regular,1,1170.74,Negative,0.92,760828.0,3.0,Pet Care,35.0
7769253886.0,8351747,On Time,4065.3,UPI,20.0,25.0,2023-09-01,Regular,7,651.7,Neutral,3.06,760828.0,1.0,Pet Care,35.0
7453442245.0,77869660,On Time,4894.89,UPI,18.0,21.0,2024-09-01,Premium,8,439.41,Negative,2.49,760828.0,1.0,Pet Care,35.0
9004078716.0,55552600,On Time,2140.11,Card,11.0,11.0,2023-08-01,Regular,14,1412.54,Negative,4.57,760828.0,3.0,Pet Care,35.0
2571047526.0,90665975,On Time,651.93,UPI,12.0,7.0,2023-06-01,Inactive,15,271.25,Negative,2.29,760828.0,2.0,Pet Care,35.0
2745295248.0,40643232,On Time,929.37,Wallet,15.0,14.0,2024-05-01,Regular,4,1374.71,Negative,1.29,760828.0,1.0,Pet Care,35.0
8100314462.0,15345667,Significantly Delayed,3322.54,Card,19.0,44.0,2024-02-01,Premium,6,1574.77,Positive,1.25,760828.0,1.0,Pet Care,35.0
7074219396.0,36737539,Slightly Delayed,1474.63,UPI,19.0,30.0,2024-05-01,Inactive,9,1636.27,Negative,3.56,760828.0,3.0,Pet Care,35.0
5050919809.0,46885873,On Time,4439.75,Card,20.0,23.0,2024-05-01,Premium,4,946.64,Neutral,4.41,760828.0,1.0,Pet Care,35.0
6870670122.0,70529459,On Time,449.97,UPI,11.0,12.0,2023-11-01,Regular,5,203.05,Positive,0.66,760828.0,3.0,Pet Care,35.0
3118070064.0,50518311,On Time,3977.57,UPI,15.0,11.0,2023-06-01,Regular,16,1238.72,Positive,2.61,760828.0,2.0,Pet Care,35.0
1491991005.0,52215833,On Time,3472.55,Wallet,12.0,12.0,2024-03-01,Regular,5,305.65,Negative,0.89,33955.0,1.0,Instant & Frozen Food,40.0
7906361274.0,96795047,On Time,4228.99,Cash,20.0,19.0,2023-09-01,New,15,1834.19,Neutral,1.97,33955.0,3.0,Instant & Frozen Food,40.0
7906839225.0,56548063,On Time,1434.14,Wallet,10.0,9.0,2023-10-01,New,20,537.48,Neutral,2.58,33955.0,3.0,Instant & Frozen Food,40.0
7605774154.0,6150721,On Time,1536.89,Cash,14.0,12.0,2024-02-01,New,2,1705.17,Positive,4.44,33955.0,1.0,Instant & Frozen Food,40.0
7404052550.0,45166203,On Time,2358.73,UPI,18.0,15.0,2023-09-01,Regular,19,724.81,Positive,3.25,33955.0,3.0,Instant & Frozen Food,40.0
80296810.0,21677923,On Time,4283.33,Cash,15.0,14.0,2024-06-01,New,17,465.55,Negative,2.47,33955.0,2.0,Instant & Frozen Food,40.0
8465721207.0,30192942,On Time,4707.96,Cash,13.0,8.0,2024-06-01,Premium,8,1400.72,Neutral,2.05,33955.0,2.0,Instant & Frozen Food,40.0
8485398781.0,40593638,On Time,2156.87,Wallet,16.0,16.0,2024-04-01,Premium,18,1146.85,Neutral,0.62,33955.0,2.0,Instant & Frozen Food,40.0
1461081366.0,13604883,Slightly Delayed,3593.55,Cash,10.0,17.0,2024-08-01,Premium,17,1659.88,Neutral,3.78,33955.0,1.0,Instant & Frozen Food,40.0
6739114301.0,51544662,On Time,671.55,UPI,20.0,22.0,2023-03-01,New,15,1352.21,Positive,1.42,33955.0,1.0,Instant & Frozen Food,40.0
5798831066.0,42102289,On Time,1395.01,UPI,10.0,6.0,2024-04-01,New,20,1310.74,Neutral,4.27,33955.0,2.0,Instant & Frozen Food,40.0
3315369956.0,9105829,Slightly Delayed,3947.39,Card,18.0,25.0,2023-04-01,Regular,11,1350.06,Positive,4.85,33955.0,3.0,Instant & Frozen Food,40.0
9464988762.0,13567338,On Time,916.92,UPI,13.0,9.0,2023-10-01,Premium,10,1054.12,Neutral,3.68,33955.0,3.0,Instant & Frozen Food,40.0
6000890622.0,62828341,On Time,1826.22,UPI,14.0,11.0,2024-09-01,Inactive,20,283.63,Negative,0.96,33955.0,3.0,Instant & Frozen Food,40.0
4786027510.0,5001749,On Time,418.48,UPI,16.0,11.0,2024-09-01,Inactive,3,1623.48,Neutral,1.63,33955.0,3.0,Instant & Frozen Food,40.0
1766200974.0,60591625,On Time,906.54,UPI,13.0,8.0,2024-10-01,New,8,374.61,Neutral,3.37,33955.0,1.0,Instant & Frozen Food,40.0
4455336265.0,43431724,On Time,2362.33,UPI,10.0,8.0,2023-08-01,New,2,813.0,Negative,0.76,753354.0,3.0,Personal Care,35.0
4758632331.0,34853377,Significantly Delayed,329.79,UPI,13.0,40.0,2023-09-01,Premium,8,732.53,Positive,4.89,753354.0,2.0,Personal Care,35.0
6139157985.0,88517890,Significantly Delayed,1623.51,Wallet,18.0,40.0,2024-02-01,Premium,10,1964.72,Negative,1.17,753354.0,3.0,Personal Care,35.0
9950986048.0,69863493,On Time,4860.59,UPI,13.0,16.0,2023-09-01,Regular,6,1620.01,Neutral,3.9,753354.0,1.0,Personal Care,35.0
9865566300.0,61753272,Slightly Delayed,2566.27,UPI,11.0,18.0,2023-11-01,New,3,832.17,Negative,0.52,753354.0,2.0,Personal Care,35.0
3770123374.0,29415527,On Time,1939.04,Cash,11.0,15.0,2023-11-01,Regular,11,498.21,Neutral,0.56,753354.0,1.0,Personal Care,35.0
4472082279.0,41181125,On Time,3887.92,UPI,12.0,11.0,2023-10-01,New,3,632.74,Negative,1.4,753354.0,2.0,Personal Care,35.0
69932727.0,83236183,On Time,2192.28,Wallet,15.0,10.0,2024-08-01,New,20,1145.01,Neutral,1.82,753354.0,3.0,Personal Care,35.0
9371021811.0,76850859,On Time,1217.12,Card,20.0,18.0,2024-10-01,Inactive,19,468.79,Negative,4.52,753354.0,3.0,Personal Care,35.0
439562091.0,36400756,On Time,2223.31,Cash,10.0,12.0,2024-04-01,Inactive,19,721.41,Neutral,1.95,753354.0,3.0,Personal Care,35.0
3585105627.0,41168392,On Time,2024.09,Card,13.0,10.0,2024-10-01,Premium,13,506.28,Positive,1.88,753354.0,1.0,Personal Care,35.0
2382595056.0,76377003,On Time,227.22,Wallet,12.0,11.0,2023-12-01,Inactive,10,842.66,Positive,4.12,753354.0,3.0,Personal Care,35.0
6438115781.0,43431724,On Time,2245.7,UPI,19.0,19.0,2023-10-01,New,2,813.0,Positive,4.89,563740.0,2.0,Snacks & Munchies,35.0
4750086089.0,97259564,Slightly Delayed,1896.06,Card,12.0,20.0,2023-08-01,Premium,6,1047.69,Neutral,1.14,563740.0,1.0,Snacks & Munchies,35.0
7875903450.0,17805991,On Time,877.43,Wallet,13.0,13.0,2024-03-01,New,10,924.9,Positive,1.86,563740.0,3.0,Snacks & Munchies,35.0
3263203775.0,44888581,On Time,826.28,UPI,10.0,9.0,2024-09-01,Inactive,3,392.37,Negative,3.36,563740.0,1.0,Snacks & Munchies,35.0
2643382562.0,54338574,On Time,354.91,UPI,18.0,18.0,2023-07-01,Premium,3,1875.03,Neutral,1.49,563740.0,3.0,Snacks & Munchies,35.0
5490221933.0,41155125,On Time,2855.48,Cash,19.0,15.0,2023-06-01,Inactive,14,1454.3,Neutral,4.5,563740.0,1.0,Snacks & Munchies,35.0
7168596454.0,35690581,Slightly Delayed,2795.12,UPI,11.0,19.0,2023-03-01,Inactive,15,1603.16,Positive,3.42,563740.0,2.0,Snacks & Munchies,35.0
6159164139.0,35690581,On Time,3195.45,Card,10.0,15.0,2024-04-01,Inactive,15,1603.16,Negative,2.49,563740.0,1.0,Snacks & Munchies,35.0
7765110772.0,33871107,On Time,3157.37,UPI,16.0,13.0,2024-06-01,Inactive,8,513.07,Positive,3.16,563740.0,2.0,Snacks & Munchies,35.0
5662786245.0,21409946,On Time,4920.92,Cash,13.0,14.0,2023-04-01,Inactive,2,1428.68,Neutral,3.05,563740.0,1.0,Snacks & Munchies,35.0
6126557370.0,61982521,On Time,3776.14,Card,19.0,24.0,2024-04-01,Inactive,3,1995.09,Negative,0.68,563740.0,3.0,Snacks & Munchies,35.0
6976835753.0,29973346,On Time,4262.13,Wallet,17.0,14.0,2024-02-01,Premium,1,1786.85,Positive,0.59,563740.0,3.0,Snacks & Munchies,35.0
2758734705.0,54797119,On Time,1460.54,UPI,17.0,19.0,2023-08-01,Premium,14,1673.74,Negative,4.23,563740.0,3.0,Snacks & Munchies,35.0
9202469009.0,37362180,On Time,1574.8,UPI,20.0,17.0,2023-11-01,Regular,11,1638.66,Positive,3.89,563740.0,1.0,Snacks & Munchies,35.0
1287686307.0,79076101,Significantly Delayed,4331.6,Cash,10.0,32.0,2024-01-01,Premium,2,870.19,Positive,3.84,563740.0,1.0,Snacks & Munchies,35.0
7389054351.0,25585013,On Time,3840.78,Cash,11.0,10.0,2023-12-01,Inactive,18,840.15,Positive,1.6,563740.0,3.0,Snacks & Munchies,35.0
3031698482.0,75213636,On Time,931.61,Wallet,13.0,17.0,2024-10-01,Inactive,5,1482.83,Negative,0.57,563740.0,2.0,Snacks & Munchies,35.0
578811216.0,75739462,Significantly Delayed,1980.99,Wallet,14.0,32.0,2024-06-01,Premium,2,1474.27,Negative,0.57,563740.0,1.0,Snacks & Munchies,35.0
168067196.0,11071601,On Time,1398.0,Cash,14.0,19.0,2024-07-01,Inactive,17,1950.54,Neutral,2.65,563740.0,1.0,Snacks & Munchies,35.0
9310630290.0,64162093,On Time,2003.29,Cash,19.0,17.0,2023-10-01,Premium,6,413.3,Negative,2.55,563740.0,3.0,Snacks & Munchies,35.0
3244572785.0,60732869,Significantly Delayed,491.21,Card,10.0,35.0,2024-01-01,New,17,1140.22,Negative,3.71,563740.0,1.0,Snacks & Munchies,35.0
3539286337.0,77559557,On Time,1463.8,Wallet,12.0,7.0,2023-04-01,New,9,601.15,Neutral,3.68,684939.0,1.0,Personal Care,35.0
3381573131.0,67386193,On Time,114.52,Cash,14.0,9.0,2024-07-01,Regular,14,1029.98,Negative,4.91,684939.0,1.0,Personal Care,35.0
807183459.0,76212152,Slightly Delayed,3111.71,Wallet,13.0,19.0,2023-09-01,Premium,13,1767.81,Negative,1.27,684939.0,3.0,Personal Care,35.0
2040854480.0,40392019,Significantly Delayed,946.86,Wallet,13.0,38.0,2023-12-01,Premium,8,1419.8,Positive,2.48,684939.0,1.0,Personal Care,35.0
8554063149.0,5039883,Significantly Delayed,2713.89,Cash,11.0,27.0,2024-06-01,Inactive,15,610.99,Positive,1.63,684939.0,3.0,Personal Care,35.0
4076279641.0,89476734,Slightly Delayed,4782.5,UPI,12.0,20.0,2023-07-01,Inactive,18,1505.74,Negative,3.35,684939.0,3.0,Personal Care,35.0
2480611325.0,30823988,Slightly Delayed,4729.75,Cash,18.0,26.0,2024-02-01,Premium,9,1525.85,Neutral,0.8,684939.0,1.0,Personal Care,35.0
7316642056.0,92404798,Slightly Delayed,3157.75,UPI,10.0,18.0,2024-02-01,New,15,1130.02,Positive,2.16,684939.0,3.0,Personal Care,35.0
2384153985.0,30285217,Slightly Delayed,2168.39,Wallet,10.0,20.0,2023-10-01,Premium,11,334.01,Positive,2.06,684939.0,3.0,Personal Care,35.0
8183491568.0,85074810,Slightly Delayed,280.35,UPI,14.0,26.0,2023-09-01,Regular,11,766.81,Negative,3.15,684939.0,1.0,Personal Care,35.0
7777975083.0,92098757,Significantly Delayed,4419.96,UPI,16.0,45.0,2024-06-01,New,14,1419.7,Positive,2.56,684939.0,1.0,Personal Care,35.0
7159670875.0,37691544,Significantly Delayed,1405.86,Card,20.0,45.0,2024-06-01,Inactive,15,1599.46,Negative,2.68,684939.0,3.0,Personal Care,35.0
653610300.0,78394303,On Time,1829.29,Wallet,19.0,22.0,2023-04-01,Inactive,1,1590.54,Positive,1.98,684939.0,1.0,Personal Care,35.0
7241413847.0,10048910,On Time,2620.23,Wallet,20.0,15.0,2023-04-01,New,15,875.32,Positive,0.88,684939.0,3.0,Personal Care,35.0
8047899303.0,11254582,On Time,1028.26,UPI,15.0,15.0,2023-09-01,Inactive,19,1036.03,Negative,0.93,684939.0,2.0,Personal Care,35.0
7524465290.0,22851478,Slightly Delayed,4089.6,Card,19.0,25.0,2024-01-01,Regular,14,1722.19,Neutral,2.9,684939.0,3.0,Personal Care,35.0
372962997.0,43799224,Slightly Delayed,325.08,UPI,17.0,30.0,2024-04-01,Regular,9,1566.49,Positive,4.98,684939.0,1.0,Personal Care,35.0
5094989752.0,87107263,On Time,46.62,Card,11.0,15.0,2024-06-01,Inactive,9,1659.56,Positive,3.05,478531.0,2.0,Fruits & Vegetables,25.0
6558001978.0,88520326,On Time,1177.64,Cash,12.0,13.0,2024-02-01,Premium,14,1537.05,Negative,3.47,478531.0,3.0,Fruits & Vegetables,25.0
5370744569.0,61522288,Slightly Delayed,2393.81,Cash,20.0,33.0,2023-08-01,New,8,283.36,Neutral,3.16,478531.0,1.0,Fruits & Vegetables,25.0
5153395650.0,94033330,On Time,1099.91,Card,10.0,14.0,2023-03-01,Regular,10,1747.91,Negative,4.12,478531.0,1.0,Fruits & Vegetables,25.0
3355718103.0,91196901,On Time,632.35,Card,19.0,16.0,2023-09-01,Premium,11,1086.3,Negative,1.81,478531.0,2.0,Fruits & Vegetables,25.0
784435014.0,2684440,On Time,415.75,Cash,12.0,10.0,2023-10-01,Premium,5,650.6,Neutral,1.72,478531.0,1.0,Fruits & Vegetables,25.0
9742461226.0,34095555,On Time,949.56,UPI,19.0,16.0,2024-01-01,Premium,9,1536.28,Neutral,1.16,478531.0,3.0,Fruits & Vegetables,25.0
8292554686.0,80833965,Slightly Delayed,3194.62,Cash,16.0,22.0,2024-03-01,Inactive,13,1896.2,Negative,1.94,478531.0,2.0,Fruits & Vegetables,25.0
6193826826.0,85561151,On Time,166.42,Cash,11.0,14.0,2023-08-01,Regular,12,227.18,Positive,4.12,478531.0,3.0,Fruits & Vegetables,25.0
8694014791.0,48778633,Slightly Delayed,1908.82,Card,18.0,26.0,2023-08-01,New,14,609.63,Neutral,1.27,478531.0,1.0,Fruits & Vegetables,25.0
6096787440.0,25128143,On Time,2294.77,Card,17.0,14.0,2023-03-01,Premium,18,1149.94,Neutral,4.01,478531.0,3.0,Fruits & Vegetables,25.0
2748368258.0,92404798,On Time,870.29,Card,13.0,8.0,2023-08-01,New,15,1130.02,Positive,4.85,478531.0,3.0,Fruits & Vegetables,25.0
7660904370.0,30455484,Slightly Delayed,695.54,Cash,13.0,25.0,2024-05-01,New,2,1001.64,Positive,4.8,478531.0,1.0,Fruits & Vegetables,25.0
1282422181.0,188838,Slightly Delayed,1116.88,UPI,12.0,19.0,2024-02-01,Inactive,12,799.11,Negative,5.0,478531.0,1.0,Fruits & Vegetables,25.0
50845914.0,54893418,On Time,3226.44,Card,19.0,16.0,2023-04-01,Premium,13,1858.33,Negative,3.41,478531.0,3.0,Fruits & Vegetables,25.0
8152246475.0,46989310,On Time,1388.41,UPI,17.0,15.0,2023-04-01,Regular,17,577.75,Negative,3.93,478531.0,1.0,Fruits & Vegetables,25.0
5401466202.0,12305040,Slightly Delayed,4220.5,Card,12.0,25.0,2024-09-01,Regular,14,1968.85,Positive,1.09,478531.0,3.0,Fruits & Vegetables,25.0
3603683788.0,31026200,On Time,3085.77,UPI,10.0,5.0,2023-08-01,New,13,285.02,Negative,4.22,478531.0,1.0,Fruits & Vegetables,25.0
7323157341.0,16543242,On Time,2438.78,Wallet,10.0,15.0,2024-07-01,Premium,6,1523.88,Negative,2.98,478531.0,1.0,Fruits & Vegetables,25.0
1255941187.0,38420886,Slightly Delayed,2307.21,Wallet,14.0,27.0,2024-02-01,New,20,1180.95,Neutral,1.2,478531.0,3.0,Fruits & Vegetables,25.0
6597871211.0,59815512,On Time,2777.48,UPI,19.0,20.0,2024-05-01,Regular,16,1022.99,Neutral,2.44,478531.0,3.0,Fruits & Vegetables,25.0
5982829268.0,90038364,On Time,2923.98,Cash,11.0,11.0,2023-04-01,Regular,17,650.89,Negative,1.56,478531.0,3.0,Fruits & Vegetables,25.0
2577064886.0,63948546,On Time,1713.44,Card,13.0,15.0,2024-06-01,Regular,20,1745.12,Neutral,3.15,478531.0,1.0,Fruits & Vegetables,25.0
8278568103.0,28876580,On Time,2465.17,Wallet,19.0,16.0,2024-08-01,Inactive,15,476.34,Positive,2.32,478531.0,3.0,Fruits & Vegetables,25.0
5841260317.0,65426878,Slightly Delayed,3951.8,Cash,15.0,29.0,2023-04-01,Regular,11,1879.31,Negative,2.69,478531.0,1.0,Fruits & Vegetables,25.0
2364229435.0,69339331,On Time,4099.53,Wallet,20.0,16.0,2024-07-01,Regular,5,1567.18,Positive,1.42,478531.0,3.0,Fruits & Vegetables,25.0
5504941865.0,76512976,Slightly Delayed,2287.68,Wallet,16.0,27.0,2024-01-01,New,5,279.89,Positive,4.45,540618.0,1.0,Snacks & Munchies,35.0
5562922993.0,62416456,On Time,2292.64,Wallet,10.0,13.0,2023-12-01,Inactive,18,752.91,Neutral,1.64,540618.0,1.0,Snacks & Munchies,35.0
6946637946.0,70372270,Slightly Delayed,1456.54,Cash,19.0,31.0,2024-02-01,New,15,1420.71,Neutral,3.18,540618.0,2.0,Snacks & Munchies,35.0
5374589112.0,52409516,Significantly Delayed,355.96,Cash,17.0,41.0,2023-10-01,Inactive,13,435.47,Positive,1.35,540618.0,2.0,Snacks & Munchies,35.0
8741892156.0,66886852,Slightly Delayed,2046.92,Card,12.0,22.0,2023-11-01,Inactive,19,1546.79,Positive,1.27,540618.0,2.0,Snacks & Munchies,35.0
9882312203.0,65134271,Significantly Delayed,2246.09,Wallet,18.0,48.0,2024-05-01,Premium,19,1433.53,Negative,4.21,540618.0,1.0,Snacks & Munchies,35.0
544919267.0,54923640,On Time,1388.18,Cash,11.0,12.0,2024-09-01,Inactive,15,234.66,Positive,4.42,540618.0,2.0,Snacks & Munchies,35.0
969621016.0,13465850,On Time,2542.59,Wallet,11.0,16.0,2024-01-01,Premium,6,1956.03,Positive,2.17,540618.0,3.0,Snacks & Munchies,35.0
683969424.0,98225598,Slightly Delayed,2629.12,Cash,13.0,24.0,2023-08-01,Premium,9,1190.21,Positive,2.51,540618.0,3.0,Snacks & Munchies,35.0
8524056436.0,35434373,On Time,911.06,Cash,13.0,10.0,2023-09-01,Premium,9,368.71,Positive,3.93,540618.0,1.0,Snacks & Munchies,35.0
7799346570.0,37947202,On Time,1793.58,Cash,11.0,6.0,2023-10-01,Regular,3,259.96,Positive,4.86,540618.0,2.0,Snacks & Munchies,35.0
5027243163.0,85072416,On Time,2522.68,Card,16.0,21.0,2024-03-01,New,20,467.12,Positive,3.13,540618.0,3.0,Snacks & Munchies,35.0
9097056321.0,16424635,On Time,2739.54,Card,17.0,15.0,2024-04-01,Premium,13,1135.26,Positive,3.53,540618.0,1.0,Snacks & Munchies,35.0
1876194333.0,51945420,On Time,1630.26,Cash,11.0,13.0,2024-03-01,Premium,3,412.9,Negative,1.2,540618.0,2.0,Snacks & Munchies,35.0
4735339432.0,29653387,On Time,2630.14,Cash,16.0,12.0,2024-03-01,New,12,519.73,Negative,3.33,540618.0,1.0,Snacks & Munchies,35.0
1464518253.0,12695670,On Time,1022.05,Wallet,11.0,15.0,2023-07-01,Premium,10,910.12,Neutral,2.9,540618.0,1.0,Snacks & Munchies,35.0
7258292820.0,20689141,Significantly Delayed,3920.14,Card,15.0,40.0,2023-08-01,Premium,19,995.55,Neutral,4.06,540618.0,2.0,Snacks & Munchies,35.0
9255982861.0,83867512,On Time,2748.87,Wallet,10.0,15.0,2024-10-01,Inactive,18,1476.0,Neutral,3.98,540618.0,3.0,Snacks & Munchies,35.0
6962915277.0,54748429,On Time,2097.56,Wallet,15.0,15.0,2024-09-01,New,2,669.35,Negative,1.07,540618.0,2.0,Snacks & Munchies,35.0
4927306668.0,97033691,On Time,898.65,Wallet,11.0,9.0,2023-06-01,Premium,2,1268.05,Neutral,1.12,540618.0,2.0,Snacks & Munchies,35.0
9258266990.0,76512976,On Time,503.05,Wallet,17.0,17.0,2024-03-01,New,5,279.89,Negative,1.45,492958.0,1.0,Personal Care,35.0
7176758896.0,18394558,On Time,2640.24,Cash,10.0,11.0,2023-07-01,Regular,2,1186.59,Neutral,2.94,492958.0,2.0,Personal Care,35.0
5210007923.0,97507853,On Time,1278.93,Cash,12.0,13.0,2024-10-01,Regular,15,1654.66,Neutral,2.16,492958.0,1.0,Personal Care,35.0
8686093533.0,30823988,On Time,2197.24,Cash,15.0,11.0,2024-02-01,Premium,9,1525.85,Positive,4.08,492958.0,2.0,Personal Care,35.0
